,netflix_title,title,genre_ids,poster_path,media_type,popularity,age_of_title,vote_average,vote_count,run_time,num_seasons,origin_country,keywords,director,content_rating,is_natalino,is_super_heroi,is_dorama,is_kids,is_dystopian,is_based_on_book,is_anime
82,Lucifer,Lucifer,"[80, 10765]",https://image.tmdb.org/t/p/w500/hdKxcoV5CFc3sGOmbGXDXbx1cTZ.jpg,tv,90.0687,10,8.436,15317,"[45, 62]",6,['US'],"['based on comic', 'los angeles, california', 'devil', 'lapd']",Tom Kapinos,3,0,1,0,0,0,1,0
83,Metal Shop Masters,Mestres de Ferro,[10764],https://image.tmdb.org/t/p/w500/gZWZxoeTYWEweD2nzUHs75axdLO.jpg,tv,0.7635,5,5.8,11,[35],1,['US'],[],,-1,0,0,0,0,0,0,0
84,Omo Ghetto: the Saga,Gêmeas da Quebrada,[35],https://image.tmdb.org/t/p/w500/yAFYuGRA9D1phwDvEfzVZKAJYkF.jpg,movie,0.1258,6,4.3,3,110,,['NG'],[],Funke Akindele,-1,0,0,0,0,0,0,0
85,Pokémon Master Journeys: The Series,Pokémon,"[16, 10759, 10765]",https://image.tmdb.org/t/p/w500/ck1nfqYxMkiGvBVztIuM6b7fHoC.jpg,tv,92.3505,29,7.965,2125,,25,['JP'],"['travel', 'tournament', 'creature', 'based on video game', 'fantasy world', 'adventurer', 'quest', 'anime', 'adventure']",,1,0,0,0,0,0,0,1
86,Prey,O Predador: A Caçada,"[53, 28, 878]",https://image.tmdb.org/t/p/w500/fN3BwP708vnmCTQpCMJrmzv6mN6.jpg,movie,12.9328,4,7.666,7539,99,,['US'],"['hunter', 'native american', 'alien life-form', 'alien', 'prequel', 'decapitation', 'bear', 'dog', 'severed foot', 'bear attack', 'comanche', 'human vs alien', 'indigenous peoples', 'severed arm', 'dog hero', 'great plains']",Dan Trachtenberg,5,0,0,0,0,0,0,0
87,Titipo Titipo,띠띠뽀 띠띠뽀,"[10762, 16, 10765]",https://image.tmdb.org/t/p/w500/mMGUOuV4wmW8QJ5f41jhtZ1ACXU.jpg,tv,0.9403,8,7.0,3,[12],2,['KR'],[],,-1,0,0,1,0,0,0,0
88,Blood Brothers: Malcolm X & Muhammad Ali,Irmãos de Sangue: Muhammad Ali e Malcolm X,"[99, 36]",https://image.tmdb.org/t/p/w500/8niel2KjxfcOGmLWQc6p2fo5pUm.jpg,movie,0.4832,5,7.3,33,95,,"['US', 'GB']",[],Marcus A. Clarke,2,0,0,0,0,0,0,0
89,Mighty Raju,Mighty Raju,"[10759, 16]",https://image.tmdb.org/t/p/w500/ubLkYVngW1hipJh65jprt5MIyuU.jpg,tv,0.6607,11,2.0,1,[60],1,['IN'],['superhero'],,-1,0,1,0,0,0,0,0
90,Paradise Hills,Presas no Paraíso,"[14, 878, 53]",https://image.tmdb.org/t/p/w500/cKuBMNDCrkE7c7YugHOpyWVwWSR.jpg,movie,1.2679,7,5.9,577,95,,"['ES', 'US']","['island', 'woman director', 'reformation', 'social class']",Alice Waddington,-1,0,0,0,0,0,0,0
91,The Women and the Murderer,Elas Contra o Serial Killer,"[99, 80]",https://image.tmdb.org/t/p/w500/j9CuECCbDTpAymAf71ZvwHKlpT1.jpg,movie,0.7653,5,6.192,39,92,,['FR'],"['paris, france', 'serial killer', 'murder investigation', 'real story']",Patricia Tourancheau,2,0,0,0,0,0,0,0
92,Into the Night,Noite Adentro,[10765],https://image.tmdb.org/t/p/w500/cLeWHF5cZhq7yCmdfJA3fN25kto.jpg,tv,4.3859,6,7.144,568,[37],2,['BE'],"['sun', 'pilot', 'airplane', 'hijacking', 'flight', 'airplane hijacking', 'survival', 'apocalypse', 'dramatic', 'complicated', 'mean spirited', 'melodramatic']",Jason George,5,0,0,0,0,0,0,0
93,JJ+E,"Sobrevivendo a Escobar, Alias JJ","[18, 80]",https://image.tmdb.org/t/p/w500/97xpke32aNz0XSl6OHLilu9GK63.jpg,tv,9.1995,9,7.761,1166,[45],1,['CO'],"['prison', 'based on novel or book', 'drug cartel', 'drug trafficker', 'survive', 'pablo escobar']",John Jairo Velásquez,5,0,0,0,0,0,0,0
94,Show Dogs,Show Dogs: O Agente Canino,"[12, 80, 10751, 35]",https://image.tmdb.org/t/p/w500/x7xXm9EDs5YTnGjczAATJ5jsown.jpg,movie,3.4098,8,5.963,255,90,,"['GB', 'US']","['undercover', 'rottweiler', 'las vegas', 'dog', 'police dog', 'dog show', 'buddy cop', 'buddy comedy']",Raja Gosnell,1,0,0,0,0,0,0,0
95,The Circle,The Circle: EUA,[10764],https://image.tmdb.org/t/p/w500/bQRxhfXXsH4ccScOBHs51bgwNe4.jpg,tv,9.1998,6,6.8,96,[50],7,['US'],"['game show', 'social network', 'hidden identity', 'catfishing', 'reality competition']",Tim Harcourt,5,0,0,0,0,0,0,0
96,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,"[99, 10402]",https://image.tmdb.org/t/p/w500/pIi0moV3b9pA7wJbgAea379WcnO.jpg,movie,0.2188,8,7.683,30,94,,['US'],['biography'],Stephen Kijak,-1,0,0,0,0,0,0,0
97,Kid Cosmic,Kid Cosmic,"[16, 10759]",https://image.tmdb.org/t/p/w500/88HdcCMumGqGAt2kR3vVOr8NYiA.jpg,tv,4.1059,5,8.0,81,[26],3,['US'],['superhero'],Craig McCracken,1,0,1,0,0,0,0,0
98,Octonauts: Above & Beyond,Octonautas: Missão Planeta,"[16, 10762, 10751]",https://image.tmdb.org/t/p/w500/xjcb4O3FgGydO7TunXngak5R0tS.jpg,tv,5.2801,5,8.8,15,,4,['GB'],"['animal rescue', 'submariner', 'oceans rescue', 'adventure']",,0,0,0,0,0,0,0,0
99,On the Verge,À Beira do Caos,"[35, 18]",https://image.tmdb.org/t/p/w500/59288xuObda3dsxWQ6lWXCYlxhG.jpg,tv,3.2833,5,4.675,20,[30],1,['FR'],['midlife crisis'],Julie Delpy,5,0,0,0,0,0,0,0
100,Tobot Galaxy Detectives,Tobot Galaxy Detectives,"[10762, 16]",https://image.tmdb.org/t/p/w500/wX6g2XRuTCVWgiQGFzJimphwoWb.jpg,tv,1.7453,5,6.0,2,,3,['KR'],[],,-1,0,0,1,0,0,0,0
101,Untold: Breaking Point,Untold: Federer x Fish,[99],https://image.tmdb.org/t/p/w500/a8VCNVOYDgXFR7kZ9xz63uEcczg.jpg,movie,0.7271,5,7.5,46,80,,['US'],"['sports', 'tennis', 'psychological stress', 'mental breakdown', 'sports documentary', 'mental health', 'mental instability', 'sport competition', 'peer pressure', 'competitiveness', 'health documentary', 'sportsman', 'pressure to perform', 'health-medical documentary']",Chapman Way,5,0,0,0,0,0,0,0
102,Countdown: Inspiration4 Mission to Space,Inspiration4: Viagem Estelar,[99],https://image.tmdb.org/t/p/w500/e4o6pOY136iDJN4IFvESltHa5to.jpg,tv,1.7492,5,6.9,74,[45],1,['US'],"['nasa', 'galaxy', 'crew', 'mission', 'space station', 'explorer', 'launch', 'international']",,-1,0,0,0,0,0,0,0
103,Shadow Parties,Shadow Parties,"[28, 18, 53]",https://image.tmdb.org/t/p/w500/uRQ7ez1HdSI0j4jSriYVtsKHnPG.jpg,movie,8.2756,5,10.0,1,117,,,[],Yemi Amodu,-1,0,0,0,0,0,0,0
104,Tayo the Little Bus,Aventuras do Pequeno Ônibus Azul,"[16, 10762, 35, 10751]",https://image.tmdb.org/t/p/w500/qwdkdpH2U1dXXm4hEVySdZmXPTq.jpg,tv,10.7683,16,6.7,6,[10],7,['KR'],"['bus', 'musical', 'cartoon', 'preschool', '3d animation']",,-1,0,0,1,1,0,0,0
105,Angamaly Diaries,Angamaly Diaries,"[28, 35, 53]",https://image.tmdb.org/t/p/w500/33r8xYyftnXVtYC9X5wVMsS3WG8.jpg,movie,0.6801,9,7.397,58,132,,['IN'],"['police', 'bomb', 'gambling', 'gang war', 'romance', 'revenge', 'murder', 'pig farme']",Lijo Jose Pellissery,-1,0,0,0,0,0,0,0
106,Bunk'd,Acampados,[35],https://image.tmdb.org/t/p/w500/lzJwJQA9ei5vtRk3Rzw7l4zX7lQ.jpg,tv,17.6073,11,7.072,132,[22],7,['US'],"['summer camp', 'spin off', 'sitcom']",Pamela Eells,0,0,0,0,0,0,0,0
107,A Champion Heart,Coração de Campeão,"[10751, 18]",https://image.tmdb.org/t/p/w500/nzEPUz2tBnT2QH44HhaLqcHggPe.jpg,movie,0.7122,3,5.4,14,86,,['US'],[],Brad Keller,1,0,0,0,0,0,0,0
108,Dive Club,Clube de Mergulho,[18],https://image.tmdb.org/t/p/w500/ddrMOcH8uhdpzoJ9yrhgEJrPeTP.jpg,tv,2.3981,5,7.076,33,,1,['AU'],"['ocean', 'small town']",Steve Jaggi,-1,0,0,0,0,0,0,0
109,La casa de papel,La casa de papel,"[80, 18]",https://image.tmdb.org/t/p/w500/yVUAfbrP5HDJugXraB7KQS0yz6Z.jpg,tv,21.4911,9,8.23,19288,,3,['ES'],"['stockholm syndrome', 'spain', 'perfect crime', 'robbery', 'professor', 'flashback', 'heist', 'sexual tension', 'bank robbery', 'hostage situation', 'tunnel', 'time jump', 'intense', 'awestruck']",Álex Pina,5,0,0,0,0,0,0,0
110,Money Heist: From Tokyo to Berlin,La Casa de Papel: De Tóquio a Berlim,[99],https://image.tmdb.org/t/p/w500/wnJzgLcf4OCGSiqHsAnkjNdQm7Z.jpg,tv,4.4671,5,8.2,238,[53],1,['ES'],"['making of', 'based on tv series', 'emotion']",,5,0,0,0,0,0,0,0
111,Sharkdog,Tubacão,"[16, 35, 10751, 10762]",https://image.tmdb.org/t/p/w500/tBdewdxqKKtuunYVAMq6j7a51Hq.jpg,tv,2.3978,5,8.4,21,,3,['SG'],"['chaos', 'friendship', 'friends', 'shark', 'dog', 'family', 'animals', 'kid', 'young', 'animation']",Jacinth Tan,0,0,0,0,0,0,0,0
112,Worth,Quanto Vale?,"[36, 18]",https://image.tmdb.org/t/p/w500/4DUDQpsWYeUz3c2Jbr7LYUnsc9A.jpg,movie,1.385,5,6.708,365,118,,"['CA', 'GB', 'US']","['based on true story', '9/11', 'world trade center']",Sara Colangelo,2,0,0,0,0,0,0,0
113,Afterlife of the Party,Esticando a Festa,"[14, 35, 18]",https://image.tmdb.org/t/p/w500/ygKMsqCscAnRl0F8utCh23w5M2C.jpg,movie,1.0315,5,6.704,480,109,,['US'],['back from the dead'],Stephen Herek,-1,0,0,0,0,0,0,0
114,Anjaam,അഞ്ചാം പാതിരാ,"[80, 53, 9648]",https://image.tmdb.org/t/p/w500/38AT5UZ276dRO1dNzgvQSiYYQ7u.jpg,movie,0.8559,6,7.661,62,144,,['IN'],['criminal psychologist'],Midhun Manuel Thomas,-1,0,0,0,0,0,0,0
115,Bright Star,Brilho de uma Paixão,"[18, 10749]",https://image.tmdb.org/t/p/w500/r9Kkc4oXJAbcDMHWXqvPpjeZdQK.jpg,movie,1.2873,17,6.6,475,119,,"['AU', 'GB']","['london, england', 'poet', 'duringcreditsstinger', 'woman director', '19th century', 'john keats']",Jane Campion,1,0,0,0,0,0,0,0
116,Dhanak,धनक,"[18, 35]",https://image.tmdb.org/t/p/w500/7mBn8XwMkx2HlNtIRhZE5SIfAwl.jpg,movie,0.2498,11,7.4,48,106,,['IN'],[],Nagesh Kukunoor,-1,0,0,0,0,0,0,0
117,Final Account,Relato Final,"[99, 10752]",https://image.tmdb.org/t/p/w500/goEb22NOo1TuSFUPUxa5hbDAU1d.jpg,movie,0.7459,5,7.4,20,94,,"['GB', 'US']","['world war ii', 'interview', 'archive footage', 'ex-nazi', 'war memories', 'old footage', 'nazi legacy', 'nazi germany', 'testimony', 'survivor memories', 'historical documentary', 'survivors']",Luke Holland,2,0,0,0,0,0,0,0
118,Gurgaon,गुड़गांव,"[80, 53]",https://image.tmdb.org/t/p/w500/4JI2ghMz3tP5bC96rxpQUluMvfg.jpg,movie,0.4461,9,5.1,20,107,,['IN'],"['kidnapping', 'gurgaon']",Shanker Raman,-1,0,0,0,0,0,0,0
119,Here and There,Here and There,[99],,tv,0.083,,0.0,0,[30],3,['CA'],[],,-1,0,0,0,0,0,0,0
120,Heroes of Goo Jit Zu,Heroes of Goo Jit Zu,[16],https://image.tmdb.org/t/p/w500/zX5K7boEG2hlzeTt4rMSoaGnOpB.jpg,tv,1.2491,7,6.0,1,,1,,[],,-1,0,0,0,0,0,0,0
121,Hotel Del Luna,Hotel del Luna,"[10765, 18, 35]",https://image.tmdb.org/t/p/w500/woL7VzfnAvYJQ1MY3hgpNSuQD1f.jpg,tv,7.038,7,8.5,607,[70],1,['KR'],"['hotel', 'romance', 'hotel manager', 'ghost', 'immortal', 'seoul, south korea']",Hong Jeong-eun,3,0,0,1,0,0,0,0
122,In the Cut,"There was a Cute Girl in the Hero's Party, so I Tried Confessing to Her","[16, 10759, 35, 10765]",https://image.tmdb.org/t/p/w500/hlprcIJFyWVkCNOxU7UySb1ECLe.jpg,tv,11.6741,0,8.6,5,,1,['JP'],"['magic', 'reincarnation', 'romance', 'demon', 'anime', 'isekai', 'based on light novel']",,3,0,0,0,0,0,0,1
123,Luv Kushh,,[],,,,,,,,,,[],,-1,0,0,0,0,0,0,0
124,Pororo - The Little Penguin,Pororo - O Pequeno Pinguim,"[16, 10759, 10765, 10751, 10762, 35]",https://image.tmdb.org/t/p/w500/nJG4ieTjuZZWHBeh4wqsKv5JGJM.jpg,tv,18.1947,23,6.8,8,[11],9,['KR'],"['flying car', 'fishing', 'clock', 'tornado', 'fox', 'penguin', 'crocodile', 'snowstorm', 'cartoon', 'polar bear', 'feud', 'dragon', 'robot', 'shark', 'hummingbird', 'talking car', 'magician', 'cartoon bird', '3d animation', 'cartoon beaver']",Choi Jong-il,0,0,0,1,0,0,0,0
125,Q-Force,Força-Queer,"[16, 35, 10759]",https://image.tmdb.org/t/p/w500/knm4qJaDColjixmCRWxMvHeFyTa.jpg,tv,2.3695,5,6.7,131,[22],1,['US'],"['spy', 'secret agent', 'cartoon', 'male homosexuality', 'adult humor', 'lgbt', 'adult animation', 'homosexuality', 'western animation', 'q-force']",Gabe Liedman,5,0,0,0,0,0,0,0
126,Shikara,Shikara,"[18, 10749]",https://image.tmdb.org/t/p/w500/ncLh2MnAWX7cJVwxIo8TY6uI37U.jpg,movie,1.619,6,4.222,9,118,,['IN'],[],Vidhu Vinod Chopra,-1,0,0,0,0,0,0,0
127,A Cinderella Story,A Nova Cinderela,"[35, 10751, 10749]",https://image.tmdb.org/t/p/w500/bf9pjFID3iPmKp31gVRiHN0nK1R.jpg,movie,4.8013,22,6.59,3347,95,,['US'],"['high school', 'work', 'jealousy', 'american football', 'stepmother', 'school party', 'orphan', 'disguise', 'teenage romance', 'stepsister', 'modern fairy tale', 'cinderella']",Mark Rosman,1,0,0,0,0,0,0,0
128,Agatha Christie's Crooked House,,[],,,,,,,,,,[],,-1,0,0,0,0,0,0,0
129,An Unfinished Life,Um Lugar para Recomeçar,[18],https://image.tmdb.org/t/p/w500/xC0DcfUuMPBBHmMznQGO4DBtAxw.jpg,movie,1.2058,21,6.8,681,108,,"['US', 'DE']","['sheriff', 'wyoming, usa', 'grandparent grandchild relationship', 'loss of loved one', 'violence against women']",Lasse Hallström,2,0,0,0,0,0,0,0
130,Barbie Big City Big Dreams,"Barbie: Big City, Big Dreams","[16, 10402, 10751]",https://image.tmdb.org/t/p/w500/jeggetf6lrd0dhtcbqJH75Sik4K.jpg,movie,1.0617,5,7.0,185,62,,['US'],"['female friendship', 'based on toy', 'female protagonist', '3d animation', 'music']",Scott Pleydell-Pearce,-1,0,0,0,0,0,0,0
131,Blade Runner: The Final Cut,Blade Runner: O Caçador de Andróides,"[878, 18, 53]",https://image.tmdb.org/t/p/w500/y5ibL0vFnzsRiIHosw0WOfHtIj1.jpg,movie,16.6146,44,7.939,14739,117,,"['US', 'HK', 'GB']","['android', 'flying car', 'bounty hunter', 'artificial intelligence (a.i.)', 'genetics', 'based on novel or book', 'dystopia', 'futuristic', 'fugitive', 'cyberpunk', 'los angeles, california', 'alcoholic', 'origami', 'unicorn', 'tech noir', 'humanity', 'neo-noir', 'human clone', 'humanoid robot', 'blade runner', '2010s', 'dystopian sci-fi']",Ridley Scott,5,0,0,0,0,1,0,0
132,Brave Animated Series,勇者動畫系列,"[16, 10759, 35, 10765, 18]",https://image.tmdb.org/t/p/w500/kXpYHUoxQV5Age1UigtYvYd6T0X.jpg,tv,0.546,5,9.0,1,,3,['TW'],"['taiwanese', 'adult animation', 'cat girl', 'based on webcomic or webtoon', 'fantasy', 'animation', 'dragons', 'demons', 'fish girl']",YANG Tzu Ting,-1,0,0,0,0,0,0,0
133,Chappie,Chappie,"[80, 28, 878]",https://image.tmdb.org/t/p/w500/cg93jYwHiDVkesAkllPfeiO6brm.jpg,movie,12.0857,11,6.787,8350,120,,"['US', 'ZA', 'MX']","['future', 'android', 'artificial intelligence (a.i.)', 'dystopia', 'johannesburg, south africa', 'robot', 'robot cop']",Neill Blomkamp,5,0,0,0,0,1,0,0
134,Clear and Present Danger,Perigo Real e Imediato,"[28, 18, 53]",https://image.tmdb.org/t/p/w500/dvxAt42VKN5faLPMF9HO5XJdYk2.jpg,movie,5.7452,32,6.642,1650,141,,['US'],"['sniper', 'central intelligence agency (cia)', 'helicopter', 'assassination', 'usa president', 'based on novel or book', 'ambush', 'espionage', 'politics', 'drug trafficking', 'mercenary', 'coast guard', 'car bomb', 'caravan', 'sequel', 'cali colombia', 'covert operation', 'drug cartel', 'shootout', 'explosion', 'jack ryan', 'dea agent', 'ex military', 'political thriller', 'political cover-up', 'bogota, colombia', 'intelligence service', 'cia analyst', 'fbi director', 'panama city, panama']",Phillip Noyce,2,0,0,0,0,0,0,0
135,Cliffhanger,Risco Total,"[28, 12, 53]",https://image.tmdb.org/t/p/w500/aLI8UlMRs92XH8IrGT0TeNMdbIw.jpg,movie,7.9112,33,6.5,2579,112,,"['FR', 'IT', 'US', 'JP']","['airplane', 'mountain', 'rocky mountains', 'hijacking', 'suitcase', 'climbing', 'heist', 'money', 'snow', 'mountain climbing']",Renny Harlin,5,0,0,0,0,0,0,0
136,Cold Mountain,Montanha Gelada,"[10752, 36, 12, 10749]",https://image.tmdb.org/t/p/w500/hWWW2cIoc2DOOJBbkwNHGwHFLN2.jpg,movie,2.955,23,6.939,1934,154,,"['US', 'GB', 'RO', 'IT']","['civil war', ""love of one's life"", 'loss of loved one', 'desertion', 'north carolina', 'rape attempt', 'somber', 'early america', 'intimate', 'complicated', 'empathetic', 'powerful', 'sincere']",Anthony Minghella,5,0,0,0,0,0,0,0
137,Crocodile Dundee in Los Angeles,Crocodilo Dundee em Hollywood,"[12, 35]",https://image.tmdb.org/t/p/w500/ydMIq7JSVGw54TC4bte4scf8TYw.jpg,movie,1.367,25,5.221,653,95,,"['AU', 'US']","['crocodile', 'traffic jam', 'los angeles, california', 'stolen painting', 'adventurer', 'kangaroo']",Simon Wincer,1,0,0,0,0,0,0,0
138,Dear John,Dear John,[35],https://image.tmdb.org/t/p/w500/r4P8x0k5O7SOFkZB6e9y3IJHR7p.jpg,tv,12.3837,38,5.5,18,[30],4,['US'],"['new york city', 'support group', 'remake', 'divorce', 'sitcom']",John Sullivan,-1,0,0,0,0,0,0,0
139,Do the Right Thing,Faça a Coisa Certa,[18],https://image.tmdb.org/t/p/w500/qMg44JbDQPHVUAsXH2gG56mAQwN.jpg,movie,4.0043,37,7.8,1945,120,,['US'],"['new york city', 'police brutality', 'hip-hop', 'italian american', 'culture clash', 'chaos', 'heat', 'street war', 'restaurant critic', 'radio transmission', 'punk rock', 'pizzeria', 'police operation', 'pizza', 'love', 'money', 'racism', 'brooklyn, new york city', 'burlesque', 'angry', 'heatwave', 'race relations', 'dignified']",Spike Lee,5,0,0,0,0,0,0,0
140,"El patrón, radiografía de un crimen",O Patrão: Radiografia de um Crime,"[18, 80]",https://image.tmdb.org/t/p/w500/ahuWicmavit66xh8vTu72jwrjVc.jpg,movie,0.9502,12,7.6,98,98,,"['VE', 'AR']","['immigrant', 'husband wife relationship', 'exploitation', 'based on true story', 'working class', 'poverty', 'social realism', 'butchery', 'modern slavery']",Sebastián Schindel,-1,0,0,0,0,0,0,0
141,Extraction,Resgate,"[28, 53]",https://image.tmdb.org/t/p/w500/zxahunlqvMPWzUBd1XSRsGawdS9.jpg,movie,10.3272,6,7.297,6500,116,,['US'],"['drug dealer', 'mercenary', 'crime boss', 'mumbai (bombay), india', 'rescue mission', 'based on comic', 'based on graphic novel', 'child kidnapping', 'dhaka (dacca), bangladesh']",Sam Hargrave,5,0,1,0,0,0,1,0
142,Freedom Writers,Escritores da Liberdade,"[80, 18]",https://image.tmdb.org/t/p/w500/2hyEEPT57d0rkXYmCH7vm5rKhKH.jpg,movie,4.5627,19,7.9,2378,123,,"['DE', 'US']","['daughter', 'high school', 'based on novel or book', 'holocaust (shoah)', 'ghetto', 'diary', 'violence in schools', 'principal witness ', 'biography', 'racial segregation', 'anne frank', 'school excursion', 'idealism', 'based on true story', 'racial tension', 'gang violence']",Richard LaGravenese,2,0,0,0,0,0,0,0
143,Green Lantern,Lanterna Verde,"[12, 28, 53, 878]",https://image.tmdb.org/t/p/w500/xfZ1p8nNavu5sbLcyrB1FgOYK23.jpg,movie,7.0578,15,5.176,7565,114,,['US'],"['superhero', 'transformation', 'based on comic', 'alien', 'alien infection', 'magical object', 'protector', 'based on graphic novel', 'super power']",Martin Campbell,2,0,1,0,0,0,1,0
144,House Party,Uma Festa de Arromba,[35],https://image.tmdb.org/t/p/w500/xzluTPwgLwAVi0jan9Sf3HmmklM.jpg,movie,2.1463,36,6.404,254,100,,['US'],"['high school', 'house party', 'reflective', 'reminiscent', 'comforting', 'farcical']",Reginald Hudlin,5,0,0,0,0,0,0,0
145,House Party 2,Uma Festa de Arromba 2: O Baile do Pijama,"[35, 18]",https://image.tmdb.org/t/p/w500/o5XnDLvp09AjkvyrbKUItvFqkSS.jpg,movie,0.8035,35,5.3,111,94,,['US'],['nostalgic'],Doug McHenry,5,0,0,0,0,0,0,0
146,House Party 3,Uma Festa de Arromba 3,[35],https://image.tmdb.org/t/p/w500/3RkMWihHTMKYeUxGeQglCMiWSsp.jpg,movie,0.7969,32,5.1,56,100,,['US'],[],Eric Meza,5,0,0,0,0,0,0,0
147,How to Be a Cowboy,Como Virar um Cowboy,[10764],https://image.tmdb.org/t/p/w500/iI8FdyODT9b6ydXfPLTYaPVko5i.jpg,tv,0.2289,5,6.0,2,[25],1,['US'],[],,-1,0,0,0,0,0,0,0
148,HQ Barbers,HQ Barbers,[35],https://image.tmdb.org/t/p/w500/d6JdMm0tRxkZKhuhfkVAETVAgPd.jpg,tv,0.0389,5,1.0,1,[23],1,,[],,-1,0,0,0,0,0,0,0
149,I Got the Hook Up,I Got the Hook-Up,"[28, 35]",https://image.tmdb.org/t/p/w500/u8kdtt80gFiqGKLTdQqdGWy9FfZ.jpg,movie,1.0757,28,5.3,38,93,,['US'],[],Michael Martin,5,0,0,0,0,0,0,0
150,In Too Deep,Sem Limites,"[18, 28, 53, 80]",https://image.tmdb.org/t/p/w500/mYteXffai9mmShyGCa4nPhfGCLQ.jpg,movie,1.2758,27,6.4,110,95,,['US'],"['police', 'undercover', 'based on true story']",Michael Rymer,5,0,0,0,0,0,0,0
151,Initial D,Initial D,"[16, 10759, 18]",https://image.tmdb.org/t/p/w500/CMG53GMx0OFFmF4dzhlFuebarq.jpg,tv,36.0223,28,8.0,120,[25],5,['JP'],"['car race', 'street race', 'racing', 'drifting', 'based on manga', 'delivery boy', 'seinen', 'anime', 'prodigy', 'motorsport', 'japan car culture', 'mountain road', 'gunma, japan']",,3,0,0,0,0,0,1,1
152,Janoskians: Untold and Untrue,Janoskians: Untold and Untrue,[35],https://image.tmdb.org/t/p/w500/uNuP475ocVGGuqD7lWH0e2hP8s7.jpg,movie,0.0801,11,5.1,7,88,,['US'],[],Brett Weiner,-1,0,0,0,0,0,0,0
153,Kid-E-Cats,Kid-E-Cats,[16],https://image.tmdb.org/t/p/w500/v0fS6pFbYMZukwTVN3EIWOF2pRl.jpg,movie,0.0535,10,0.0,0,45,,,[],Andrey Sikorsky,-1,0,0,0,0,0,0,0
154,Kuroko's Basketball,Kuroko's Basketball,"[16, 35, 18]",https://image.tmdb.org/t/p/w500/ftT1qtT6yWO5rfs237a466N8QRr.jpg,tv,21.8203,14,8.4,597,[24],3,['JP'],"['sports', 'high school', 'basketball', 'high school sports', 'bromance', 'based on manga', 'sport competition', 'shounen', 'anime', 'prodigy', 'japanese high school', 'special ability', 'amused', 'bukatsu']",,3,0,0,0,0,0,1,1
155,Labyrinth,Labirinto: A Magia do Tempo,"[12, 10751, 14]",https://image.tmdb.org/t/p/w500/aSrFoc9uzaAiwELpqZvLx5GydbQ.jpg,movie,6.7316,40,7.279,2674,111,,"['GB', 'US']","['rescue', 'race against time', 'maze', 'castle', 'musical', 'puppet', 'babysitter', 'surrealism', 'baby-snatching', 'coming of age', 'growing up', 'teenage girl', 'puppetry', 'fantasy world', 'child kidnapping', 'goblin', 'goblins', 'magic land', 'giant creature', 'bizarre creatures', 'absurd', 'goblin king', 'amused', 'baffled', 'ghoulish']",Jim Henson,1,0,0,0,1,0,0,0
156,Letters to Juliet,Cartas para Julieta,"[35, 18, 10749]",https://image.tmdb.org/t/p/w500/xcrkatLWdrI0662uKo7LTyLEY38.jpg,movie,4.0873,16,6.998,2986,105,,['US'],"['italy', 'letter', 'romcom', 'romance', 'american abroad', 'boyfriend girlfriend relationship', 'italian stereotype', 'verona italy', 'quest', 'romantic']",Gary Winick,1,0,0,0,0,0,0,0
157,Level 16,Level 16,"[878, 53]",https://image.tmdb.org/t/p/w500/glVIjhLmzmgtppLWb3lvnoPljGW.jpg,movie,1.6529,8,6.741,724,102,,['CA'],"['truth', 'orphanage', 'dystopia', 'imprisonment', ""girls' boarding school"", 'betrayal', 'woman director', 'dark secret', 'mysterious', ""girls' school""]",Danishka Esterhazy,5,0,0,0,0,1,0,0
158,Love Don't Cost a Thing,Amor de Aluguel,"[35, 18, 10751, 10749]",https://image.tmdb.org/t/p/w500/2seboI5jjl4sT27TuDdr7cD5nc7.jpg,movie,5.0402,23,7.555,663,100,,['US'],['woman director'],Troy Byer,2,0,0,0,0,0,0,0
159,Love in a Puff,志明與春嬌,"[35, 18, 10749]",https://image.tmdb.org/t/p/w500/wZfY6tKADDEdx9BZen0vh9FTKcj.jpg,movie,0.7604,16,7.04,88,104,,['HK'],[],Edmond Pang,-1,0,0,0,0,0,0,0
160,Major Dad,Major Dad,"[35, 10751]",https://image.tmdb.org/t/p/w500/qOFp3vszwK8qQ24JvytgvalURUi.jpg,tv,9.6647,37,6.36,25,"[30, 24]",4,['US'],"['military', 'sitcom', 'blended family']",Richard C. Okie,1,0,0,0,0,0,0,0
161,Mars Attacks!,Marte Ataca!,"[35, 14, 878]",https://image.tmdb.org/t/p/w500/koIxmF4RUofBWYhcpekQCbjefXY.jpg,movie,11.0948,30,6.414,5786,106,,['US'],"['usa president', 'the white house', 'planet mars', 'saving the world', 'cataclysm', 'total destruction', 'laser gun', 'ambassador', 'congress', 'flying saucer', 'dark comedy', 'parody', 'based on comic', 'alien', 'creature', 'alien invasion', 'outer space']",Tim Burton,2,0,1,0,0,0,1,0
162,Marshall,Marshall: Igualdade e Justiça,[18],https://image.tmdb.org/t/p/w500/y10LFOL0Nykp2UfKbRH9xdrTQ8C.jpg,movie,2.3587,9,7.247,665,118,,"['HK', 'US']","['court', 'interracial relationship', 'lawyer', '1940s', 'courtroom drama']",Reginald Hudlin,2,0,0,0,0,0,0,0
